time;b-value;magnitud_anterior;magnitud_actual
0.03036712319953950000000000000000000;-0.16156788761281600000000000000000000;3.40;6.20
0.00296437757197054000000000000000000;-0.03675876211228460000000000000000000;3.90;5.90
0.08161792695477740000000000000000000;-0.10081836187039800000000000000000000;3.00;5.70
0.04803819444418880000000000000000000;-0.04557266554720140000000000000000000;3.90;5.70
0.00067759773651232500000000000000000;-0.01755070875185520000000000000000000;3.50;5.50
0.09744904192416470000000000000000000;-0.09790691927102400000000000000000000;3.70;5.40
0.01226424254127780000000000000000000;-0.02647322955765170000000000000000000;3.80;5.40
0.01522331532919450000000000000000000;-0.15259283999271200000000000000000000;3.10;5.30
0.01104420653291530000000000000000000;-0.05833806473327370000000000000000000;4.00;5.30
0.01169737011332470000000000000000000;-0.10932161044199300000000000000000000;4.40;5.20
0.02643531378635090000000000000000000;-0.01231167914679670000000000000000000;3.40;5.20
0.13708487654321300000000000000000000;-0.01949057145536960000000000000000000;5.00;5.20
0.07969994212953680000000000000000000;-0.03868353149746450000000000000000000;3.30;5.10
0.08017547582312550000000000000000000;-0.01311085597205870000000000000000000;5.20;5.10
0.12982121270579200000000000000000000;-0.00582976914066868000000000000000000;4.10;5.00
0.03277298739726580000000000000000000;-0.04329868615812760000000000000000000;3.00;4.90
0.00001176697537630390000000000000000;-0.05702396033393620000000000000000000;6.20;4.80
0.00845907278812774000000000000000000;-0.05463118179457620000000000000000000;3.00;4.80
0.01580259773663780000000000000000000;-0.09108075736929730000000000000000000;4.10;4.70
0.33118904321008800000000000000000000;-0.11368593485900400000000000000000000;4.60;4.70
0.02931548996912170000000000000000000;-0.01600200743932410000000000000000000;3.60;4.70
0.02007005529821980000000000000000000;-0.02011181262865780000000000000000000;4.70;4.70
0.00588763503105838000000000000000000;-0.01893657128316240000000000000000000;3.60;4.70
0.00146916795279139000000000000000000;0.01085763348841740000000000000000000;3.60;4.60
0.02618110210914890000000000000000000;-0.11898013280586900000000000000000000;3.90;4.60
0.00126269933116419000000000000000000;-0.01861245702700010000000000000000000;3.90;4.60
0.02971765689289900000000000000000000;-0.01110664451332500000000000000000000;3.40;4.60
0.01853417566849200000000000000000000;-0.01315246765303630000000000000000000;3.40;4.60
0.10024421296293400000000000000000000;-0.02736418433346140000000000000000000;3.00;4.60
0.00238760288084450000000000000000000;-0.01624447199077760000000000000000000;4.00;4.60
0.00111300797334479000000000000000000;-0.01448539682045910000000000000000000;3.40;4.60
0.01623414994878660000000000000000000;-0.01364052520939680000000000000000000;3.00;4.60
0.01939364711938650000000000000000000;-0.07394085945756920000000000000000000;3.00;4.50
0.00070325360093193000000000000000000;-0.07609475040230930000000000000000000;3.30;4.50
0.00323559670778195000000000000000000;-0.03440899722539200000000000000000000;4.40;4.50
0.01842811213987260000000000000000000;0.01102319219516710000000000000000000;3.90;4.50
0.00353404706788751000000000000000000;-0.01520010926519330000000000000000000;3.30;4.50
0.00148270318936738000000000000000000;-0.02407315230907310000000000000000000;3.70;4.50
0.14356770833319400000000000000000000;-0.01003916971574760000000000000000000;3.60;4.50
0.01906436471199410000000000000000000;-0.05027637179490760000000000000000000;3.10;4.40
0.05984972993837800000000000000000000;-0.08344481152071740000000000000000000;3.50;4.40
0.01964872685175580000000000000000000;-0.07887372087887390000000000000000000;3.40;4.40
0.00940020576126699000000000000000000;-0.08225274278470710000000000000000000;4.00;4.40
0.05528922325106580000000000000000000;-0.02593964353610570000000000000000000;3.10;4.40
0.00161458333332121000000000000000000;-0.07034736488077780000000000000000000;3.20;4.40
0.06661734825115670000000000000000000;-0.02644106434722890000000000000000000;3.20;4.40
0.06791316229418950000000000000000000;-0.05271548333092680000000000000000000;4.40;4.40
0.18322518004129100000000000000000000;-0.03472503853171070000000000000000000;5.30;4.40
0.00723765432076107000000000000000000;-0.01604493703674630000000000000000000;4.00;4.40
0.01490100951650670000000000000000000;0.00986750984563733000000000000000000;4.60;4.40
0.00705507330258115000000000000000000;0.00000000000000000000000000000000000;3.80;4.40
0.04775749099803760000000000000000000;-0.00476184425844917000000000000000000;3.50;4.40
0.00041206918717762200000000000000000;-0.01051602926437510000000000000000000;3.70;4.40
0.01530166538054800000000000000000000;-0.06028003699276450000000000000000000;4.70;4.30
0.01839380787032500000000000000000000;-0.01205168392449970000000000000000000;3.60;4.30
0.24474813528809100000000000000000000;-0.05458703895214360000000000000000000;4.10;4.30
0.00037503215025935800000000000000000;-0.04304633580169040000000000000000000;4.40;4.30
0.25176173482509500000000000000000000;0.00764818402900636000000000000000000;3.00;4.30
0.04213001543189420000000000000000000;-0.07539834755264610000000000000000000;3.20;4.30
0.11240808256161500000000000000000000;-0.08141749387344020000000000000000000;3.10;4.30
0.00845010288048798000000000000000000;-0.01914878668003830000000000000000000;3.60;4.30
0.04467685828194590000000000000000000;-0.00757899288517172000000000000000000;4.10;4.30
0.00053308256178752300000000000000000;-0.00452333543622951000000000000000000;3.70;4.30
0.04372730195495930000000000000000000;-0.00724762301039572000000000000000000;3.50;4.30
0.02884831532946920000000000000000000;-0.00487752113548179000000000000000000;4.20;4.30
0.00130735596712839000000000000000000;-0.03525976146003610000000000000000000;3.40;4.20
0.02602459490731230000000000000000000;-0.10936101981850400000000000000000000;3.40;4.20
0.07391293724276690000000000000000000;-0.04880151945155210000000000000000000;3.20;4.20
0.07220540766456910000000000000000000;-0.06069332821629400000000000000000000;3.40;4.20
0.02385503472214620000000000000000000;0.00778327840768345000000000000000000;3.40;4.20
0.00822225437218549000000000000000000;-0.01083893585662490000000000000000000;4.10;4.20
0.00819293338486204000000000000000000;-0.01452931660868540000000000000000000;4.00;4.20
0.01223839377553300000000000000000000;-0.01383824604871040000000000000000000;3.40;4.20
0.01695563271573520000000000000000000;-0.00749300348349247000000000000000000;3.10;4.20
0.03055661651251280000000000000000000;-0.00384688854159398000000000000000000;3.90;4.20
0.01201128472234810000000000000000000;-0.02628554065573410000000000000000000;3.10;4.20
0.02699302340533900000000000000000000;-0.02072914736151930000000000000000000;3.70;4.20
0.00254417438259225000000000000000000;-0.00899160418019129000000000000000000;4.20;4.20
0.00100389017507041000000000000000000;-0.00477148806731842000000000000000000;4.10;4.20
0.03265473894020940000000000000000000;-0.01077247494501430000000000000000000;3.90;4.20
0.03057108410484940000000000000000000;-0.05503281055881400000000000000000000;3.30;4.10
0.08715850051453340000000000000000000;-0.04346105623122020000000000000000000;3.50;4.10
0.02767373971187230000000000000000000;-0.02274459956339350000000000000000000;3.30;4.10
0.07100225051431150000000000000000000;-0.04030609244486960000000000000000000;3.70;4.10
0.05085651363174290000000000000000000;-0.02894862316674100000000000000000000;3.50;4.10
0.12125196116244300000000000000000000;-0.02164737670098220000000000000000000;3.20;4.10
0.02239789094664960000000000000000000;-0.01650169015867280000000000000000000;3.20;4.10
0.00387905092588881000000000000000000;0.00359817132945350000000000000000000;3.30;4.10
0.00162461419768078000000000000000000;-0.00135378579146883000000000000000000;3.40;4.10
0.00749736368311460000000000000000000;0.00000000000000000000000000000000000;3.80;4.10
0.00242531507205968000000000000000000;0.00294526792515137000000000000000000;3.80;4.10
0.05558587319956130000000000000000000;0.00000000000000000000000000000000000;3.20;4.10
0.01629414223225470000000000000000000;0.00000000000000000000000000000000000;3.20;4.10
0.00156021733550915000000000000000000;-0.00605386350829218000000000000000000;4.20;4.10
0.01042907664577800000000000000000000;-0.01269124727946400000000000000000000;3.40;4.10
0.01440145961942110000000000000000000;-0.01226820570348140000000000000000000;4.10;4.10
0.01974858539074380000000000000000000;0.00688962627551337000000000000000000;4.00;4.10
0.00016116898132168000000000000000000;-0.00484992348760349000000000000000000;3.70;4.10
0.01571248070990800000000000000000000;-0.00690645525462241000000000000000000;3.80;4.10
0.00739920910496039000000000000000000;-0.01452931660868530000000000000000000;3.10;4.10
0.00931886574085183000000000000000000;-0.00147646894685338000000000000000000;3.20;4.10
0.04831921939285170000000000000000000;-0.04405354000709380000000000000000000;3.30;4.00
0.01436596579219440000000000000000000;0.03824900319728370000000000000000000;3.40;4.00
0.01718100565835810000000000000000000;-0.08081100106122640000000000000000000;3.10;4.00
0.03252379115201620000000000000000000;-0.04772466834101490000000000000000000;3.80;4.00
0.28785664223278200000000000000000000;-0.01495581665386550000000000000000000;3.50;4.00
0.03037432484575220000000000000000000;0.00545596082793098000000000000000000;3.10;4.00
0.02676890432121580000000000000000000;-0.04563195032606490000000000000000000;3.10;4.00
0.03749463091571670000000000000000000;0.02350078365277250000000000000000000;4.30;4.00
0.13418891460924000000000000000000000;0.00463277097097636000000000000000000;3.50;4.00
0.18727211934174200000000000000000000;-0.04509651606762330000000000000000000;3.50;4.00
0.07932600308640760000000000000000000;-0.02316682039769010000000000000000000;3.10;4.00
0.03392795138893230000000000000000000;-0.02871368475393400000000000000000000;3.60;4.00
0.03901617155338500000000000000000000;-0.01729272681070950000000000000000000;4.50;4.00
0.00702867798372608000000000000000000;-0.01520851946712590000000000000000000;5.10;4.00
0.05375903420804210000000000000000000;-0.01350619750159390000000000000000000;3.50;4.00
0.02993222736631650000000000000000000;-0.00906517662818840000000000000000000;3.40;4.00
0.01608310828191860000000000000000000;-0.00406140801540456000000000000000000;3.60;4.00
0.00001742541144267310000000000000000;-0.00410227785173090000000000000000000;5.90;4.00
0.01533134002056610000000000000000000;-0.00457812299740934000000000000000000;4.20;4.00
0.00816171553469758000000000000000000;-0.00589252060400303000000000000000000;3.90;4.00
0.00705102237634492000000000000000000;-0.00152377612838484000000000000000000;4.70;4.00
0.00166358024694091000000000000000000;0.00494761794634480000000000000000000;3.90;4.00
0.00653510802476376000000000000000000;-0.01219524095674050000000000000000000;4.00;4.00
0.00292843364172768000000000000000000;-0.00646297197165441000000000000000000;5.40;4.00
0.00004591049355440190000000000000000;-0.01059541972656360000000000000000000;5.20;4.00
0.07426163837476450000000000000000000;-0.05619752612619420000000000000000000;3.20;3.90
0.01354173096683550000000000000000000;-0.03225022885873450000000000000000000;3.00;3.90
0.12841139403326500000000000000000000;-0.04207328594018640000000000000000000;3.10;3.90
0.33975710519553100000000000000000000;-0.03849332129021080000000000000000000;3.00;3.90
0.00637821502073166000000000000000000;-0.06496659692057240000000000000000000;3.00;3.90
0.03498755787018130000000000000000000;-0.02135426411686940000000000000000000;3.60;3.90
0.00115178112127978000000000000000000;-0.01731222522137050000000000000000000;3.20;3.90
0.13092168209914200000000000000000000;-0.02693299112578320000000000000000000;3.10;3.90
0.03545264274680450000000000000000000;-0.03165821889076490000000000000000000;3.20;3.90
0.00306767618303638000000000000000000;-0.04719419667974930000000000000000000;3.00;3.90
0.00218618184158004000000000000000000;-0.07385960576585800000000000000000000;3.00;3.90
0.00170441100840435000000000000000000;-0.04617697840545090000000000000000000;3.50;3.90
0.01953903034950600000000000000000000;-0.00753996565744719000000000000000000;3.50;3.90
0.14083648405358000000000000000000000;-0.01447141773390240000000000000000000;4.80;3.90
0.08477366255124250000000000000000000;-0.02838526025511560000000000000000000;3.10;3.90
0.04805015432111760000000000000000000;-0.01218559152366040000000000000000000;4.30;3.90
0.05805803112161810000000000000000000;-0.01463146790869700000000000000000000;3.00;3.90
0.00214110725323735000000000000000000;-0.00119375950210387000000000000000000;4.40;3.90
0.04525906635808500000000000000000000;0.00690645525462230000000000000000000;3.70;3.90
0.01283950617289520000000000000000000;0.00134705053877526000000000000000000;3.60;3.90
0.03638184799388000000000000000000000;0.00000000000000000000000000000000000;4.10;3.90
0.00686953446484040000000000000000000;0.00000000000000000000000000000000000;3.50;3.90
0.01398405349800670000000000000000000;0.00000000000000000000000000000000000;3.50;3.90
0.00121347736649113000000000000000000;0.00000000000000000000000000000000000;3.60;3.90
0.00681378600802418000000000000000000;-0.00574019418708083000000000000000000;3.80;3.90
0.00310596707799959000000000000000000;0.03651835038076490000000000000000000;3.80;3.90
0.01931021733525990000000000000000000;-0.01366811156066360000000000000000000;3.50;3.90
0.00022241512328946600000000000000000;0.01729272681070950000000000000000000;3.30;3.90
0.00141570216055698000000000000000000;0.00000000000000000000000000000000000;3.80;3.90
0.04938110853936450000000000000000000;-0.00802488025172965000000000000000000;5.70;3.90
0.00814930555588944000000000000000000;-0.00849558845663623000000000000000000;4.40;3.90
0.00987962962994970000000000000000000;-0.00690645525462230000000000000000000;3.30;3.90
0.02425138245894230000000000000000000;-0.00494761794634502000000000000000000;3.70;3.90
0.01051523919750250000000000000000000;-0.00735128783577288000000000000000000;3.70;3.90
0.00219097222225173000000000000000000;0.00219314063903009000000000000000000;3.50;3.90
0.03890972222257010000000000000000000;-0.04405354000709230000000000000000000;4.00;3.80
0.12138319830273800000000000000000000;-0.04466999784475470000000000000000000;3.00;3.80
0.04989136445465190000000000000000000;-0.04615944994416640000000000000000000;3.90;3.80
0.02218505658447610000000000000000000;-0.02742046607828700000000000000000000;3.00;3.80
0.09094360853919170000000000000000000;-0.02937597956596790000000000000000000;3.50;3.80
0.01597923096710470000000000000000000;-0.05355709482097090000000000000000000;3.10;3.80
0.04347254372464700000000000000000000;-0.07369250258539380000000000000000000;3.20;3.80
0.02545228909457360000000000000000000;-0.06623371692897130000000000000000000;3.40;3.80
0.00171344521618266000000000000000000;-0.05740839152719950000000000000000000;3.20;3.80
0.01822000385800490000000000000000000;0.00000000000000000000000000000000000;3.70;3.80
0.00082960390955122400000000000000000;-0.03446781602406970000000000000000000;3.50;3.80
0.00384127443408033000000000000000000;-0.04615944994416780000000000000000000;3.00;3.80
0.08426134902310880000000000000000000;-0.02188726873032090000000000000000000;3.90;3.80
0.04354021990729960000000000000000000;0.00729759513884920000000000000000000;3.50;3.80
0.19559612911507400000000000000000000;-0.01833497671981150000000000000000000;3.20;3.80
0.00138239454736322000000000000000000;-0.04371672955597820000000000000000000;4.70;3.80
0.01423832947534720000000000000000000;-0.05051614113198410000000000000000000;3.10;3.80
0.11460079089488300000000000000000000;-0.00693465747131039000000000000000000;4.10;3.80
0.02190586419737880000000000000000000;-0.00712032872142754000000000000000000;3.50;3.80
0.05796553497930290000000000000000000;-0.00936517715432572000000000000000000;3.60;3.80
0.01474553112143440000000000000000000;-0.00294526792515204000000000000000000;3.60;3.80
0.00795450745886228000000000000000000;-0.00288485337679767000000000000000000;3.40;3.80
0.00837024176939849000000000000000000;-0.00240441182734985000000000000000000;4.60;3.80
0.00410429526732514000000000000000000;0.01178227026324640000000000000000000;3.10;3.80
0.02575292566871210000000000000000000;-0.01033612598029000000000000000000000;4.40;3.80
0.00262789351859283000000000000000000;0.00436097016236991000000000000000000;3.00;3.80
0.00012336033955762100000000000000000;-0.00967391925831385000000000000000000;3.30;3.80
0.01835934284986250000000000000000000;0.00171820890134211000000000000000000;3.20;3.80
0.02368823945471380000000000000000000;0.00626362181122642000000000000000000;3.60;3.80
0.00347617669763167000000000000000000;-0.01457494457792360000000000000000000;3.20;3.80
0.00402633101862193000000000000000000;0.00000000000000000000000000000000000;4.10;3.80
0.00333735210870145000000000000000000;-0.00708399909150170000000000000000000;4.60;3.80
0.00207908950619640000000000000000000;0.00121073219675050000000000000000000;3.90;3.80
0.02358600180059510000000000000000000;0.02098553208045120000000000000000000;5.50;3.80
0.00219868827161918000000000000000000;-0.00107951818004148000000000000000000;4.60;3.80
0.18564547968117000000000000000000000;-0.01957604155525060000000000000000000;3.20;3.70
0.13349138374474000000000000000000000;0.04253535502764500000000000000000000;3.20;3.70
0.01104931841564390000000000000000000;-0.01415931409439360000000000000000000;3.00;3.70
0.02242589377556210000000000000000000;-0.03122084784788700000000000000000000;3.60;3.70
0.01243688914632910000000000000000000;-0.00624309243147625000000000000000000;3.90;3.70
0.11773000257176100000000000000000000;-0.02651613285119090000000000000000000;3.90;3.70
0.00970643647133329000000000000000000;0.06158458336688020000000000000000000;3.40;3.70
0.00154922196543339000000000000000000;-0.03870717307515510000000000000000000;3.40;3.70
0.00916271219148257000000000000000000;-0.01085763348841980000000000000000000;3.20;3.70
0.18739875900178000000000000000000000;0.00000000000000000000000000000000000;3.10;3.70
0.10212053112104500000000000000000000;-0.01731222522136870000000000000000000;3.40;3.70
0.01308844521622630000000000000000000;-0.02528888675678880000000000000000000;3.20;3.70
0.00003790509254031350000000000000000;-0.01418150737667200000000000000000000;3.20;3.70
0.00264644418712123000000000000000000;-0.01311156845404130000000000000000000;3.10;3.70
0.00020280349781387500000000000000000;-0.03849332129021100000000000000000000;3.30;3.70
0.00276781121397107000000000000000000;-0.04146292107641480000000000000000000;3.30;3.70
0.00765380658435788000000000000000000;-0.02359612151748970000000000000000000;3.10;3.70
0.02497080761327200000000000000000000;-0.01247733619718170000000000000000000;3.10;3.70
0.00096048739715115500000000000000000;-0.00773206241816171000000000000000000;3.60;3.70
0.00008693415657035080000000000000000;-0.01861815290414390000000000000000000;3.50;3.70
0.01854401363152650000000000000000000;-0.02206780903979940000000000000000000;3.50;3.70
0.00102491640950575000000000000000000;-0.07047565563421410000000000000000000;3.00;3.70
0.00173990483517628000000000000000000;-0.05348454210631130000000000000000000;3.20;3.70
0.00091078317905157700000000000000000;-0.06626114588759210000000000000000000;3.30;3.70
0.00056124614184227500000000000000000;-0.03370386182275080000000000000000000;3.30;3.70
0.24236056455765700000000000000000000;-0.02422822988717140000000000000000000;3.50;3.70
0.06900009645050890000000000000000000;-0.02035755383921430000000000000000000;3.30;3.70
0.02223710776752340000000000000000000;-0.02681161142753760000000000000000000;3.20;3.70
0.15551585005141500000000000000000000;-0.01178131139362650000000000000000000;3.10;3.70
0.00975610853879516000000000000000000;-0.02359612151749060000000000000000000;3.10;3.70
0.00498498585398011000000000000000000;0.01504021216380410000000000000000000;3.40;3.70
0.01156037808618750000000000000000000;-0.01113428768851990000000000000000000;4.70;3.70
0.01056442901244740000000000000000000;0.00714613561710076000000000000000000;3.40;3.70
0.00113757073040688000000000000000000;-0.00666889552447736000000000000000000;4.10;3.70
0.03244241898141810000000000000000000;0.00938325300110754000000000000000000;3.70;3.70
0.01079439943418950000000000000000000;0.01215932138486580000000000000000000;3.30;3.70
0.02142020318933650000000000000000000;0.00000000000000000000000000000000000;4.20;3.70
0.01025906635800310000000000000000000;-0.00459570880320925000000000000000000;3.20;3.70
0.01825485468111760000000000000000000;0.00548351618564702000000000000000000;3.20;3.70
0.01280060442354620000000000000000000;-0.00287004019232895000000000000000000;3.50;3.70
0.01731397890944210000000000000000000;-0.00425028852909803000000000000000000;3.70;3.70
0.01869010416680790000000000000000000;-0.00433849063531311000000000000000000;3.10;3.70
0.00564551183128970000000000000000000;-0.00421481445946481000000000000000000;3.40;3.70
0.00556336805584579000000000000000000;0.00000000000000000000000000000000000;4.00;3.70
0.00572971322026206000000000000000000;0.00191771973427735000000000000000000;3.30;3.70
0.00148379629627016000000000000000000;-0.00721389447121346000000000000000000;3.00;3.70
0.00075601208868647500000000000000000;-0.00826283260850924000000000000000000;3.50;3.70
0.01590030221154850000000000000000000;0.00000000000000000000000000000000000;3.90;3.70
0.00520650077146456000000000000000000;-0.00377345499168702000000000000000000;3.50;3.70
0.02022794495883320000000000000000000;0.01094945916522640000000000000000000;4.00;3.70
0.00395534336416858000000000000000000;0.00444609420457870000000000000000000;3.60;3.70
0.01888094778792040000000000000000000;-0.02593964353610430000000000000000000;3.00;3.60
0.00382159850823882000000000000000000;-0.02622551219222680000000000000000000;3.00;3.60
0.00958985982492777000000000000000000;-0.02079715367502020000000000000000000;3.40;3.60
0.01064850180046050000000000000000000;-0.01296865987527320000000000000000000;3.00;3.60
0.05682085905323220000000000000000000;0.04826413560238190000000000000000000;3.50;3.60
0.00001250642981176500000000000000000;-0.04255563906812630000000000000000000;3.20;3.60
0.14269753086455200000000000000000000;-0.01778546929185890000000000000000000;3.10;3.60
0.00019547325109670100000000000000000;0.03525976146003510000000000000000000;3.90;3.60
0.00016476980454172000000000000000000;-0.01794753623866550000000000000000000;3.60;3.60
0.10653096064788800000000000000000000;-0.01418150737667360000000000000000000;3.00;3.60
0.00002514146081011860000000000000000;0.15933235709238800000000000000000000;3.30;3.60
0.02627973894027490000000000000000000;0.02660031534728470000000000000000000;3.50;3.60
0.00007532793210884850000000000000000;-0.04067443324518490000000000000000000;3.00;3.60
0.00000334362130161026000000000000000;-0.00405185925047868000000000000000000;3.50;3.60
0.04730050797320470000000000000000000;-0.00346051380002543000000000000000000;3.30;3.60
0.00031706532922726200000000000000000;0.02442287166460030000000000000000000;3.90;3.60
0.01602019032907260000000000000000000;-0.02400301115898500000000000000000000;3.70;3.60
0.00701549639916266000000000000000000;-0.00786423442530970000000000000000000;3.00;3.60
0.00433375128591251000000000000000000;0.12373875698034700000000000000000000;3.00;3.60
0.01405655221196870000000000000000000;-0.01999636941662790000000000000000000;3.30;3.60
0.01065959362131250000000000000000000;-0.02869281725047920000000000000000000;3.50;3.60
0.03862782921805770000000000000000000;-0.00681524201090955000000000000000000;3.80;3.60
0.00009571116265760790000000000000000;-0.03296502929190280000000000000000000;3.60;3.60
0.01095929783946300000000000000000000;-0.03810102047666160000000000000000000;3.30;3.60
0.00493672839502324000000000000000000;-0.06556378048056400000000000000000000;3.10;3.60
0.00447138631670896000000000000000000;-0.05501855704662590000000000000000000;3.40;3.60
0.00664387217079820000000000000000000;0.00000000000000000000000000000000000;3.80;3.60
0.00912712191370701000000000000000000;-0.05130108697590790000000000000000000;3.00;3.60
0.02304632844629850000000000000000000;-0.01977661575151180000000000000000000;3.00;3.60
0.09779526748957320000000000000000000;0.00000000000000000000000000000000000;3.50;3.60
0.03477334104923100000000000000000000;-0.00348830909159281000000000000000000;3.30;3.60
0.01364248971185590000000000000000000;0.00000000000000000000000000000000000;3.00;3.60
0.03748868312754890000000000000000000;-0.01934783851662770000000000000000000;3.70;3.60
0.03330156892980090000000000000000000;-0.03766974428859600000000000000000000;3.50;3.60
0.03354346707806140000000000000000000;-0.02457806915128650000000000000000000;3.50;3.60
0.06950041795266770000000000000000000;-0.04022362525731580000000000000000000;3.30;3.60
0.27308240097750100000000000000000000;-0.01508071678252780000000000000000000;3.70;3.60
0.09543666409467730000000000000000000;-0.01111865033034380000000000000000000;3.40;3.60
0.01998032407414030000000000000000000;0.01944813263693130000000000000000000;3.70;3.60
0.01480507330256840000000000000000000;0.01080435318974380000000000000000000;3.10;3.60
0.09613445216041330000000000000000000;-0.00690645525462230000000000000000000;3.90;3.60
0.00374842463975256000000000000000000;0.00000000000000000000000000000000000;4.00;3.60
